,model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision
50,XGB,fold_0,0.9705181480959759,0.9759825327510917,"[[359  13]
 [ 11 447]]",0.9738562091503269,3.327115774154663,0.010613441467285156,0.028915662650602414,0.989545637314033,0.9710843373493976,0.9717391304347827
51,XGB,fold_1,0.9680536928542858,0.973741794310722,"[[358  14]
 [ 12 445]]",0.9716157205240175,3.408116340637207,0.014066457748413086,0.03136308805790111,0.9894130259983919,0.9686369119420989,0.9694989106753813
52,XGB,fold_2,0.9735241523728854,0.9846827133479212,"[[358  14]
 [  7 450]]",0.9771986970684039,3.2455575466156006,0.0,0.02533172496984315,0.9891450013401233,0.9746682750301568,0.9698275862068966
53,XGB,fold_3,0.95964506717489,0.9649890590809628,"[[355  17]
 [ 16 441]]",0.9639344262295081,3.1083767414093018,0.013917207717895508,0.039806996381182125,0.9896810506566605,0.9601930036188179,0.962882096069869
54,XGB,fold_4,0.9729300487047363,0.9781181619256017,"[[360  12]
 [ 10 447]]",0.9759825327510917,3.134387731552124,0.0,0.026537997587454787,0.9882069150361833,0.9734620024125452,0.9738562091503268
55,XGB,fold_5,0.9654039007050459,0.9847161572052402,"[[351  20]
 [  7 451]]",0.9709364908503768,3.433359146118164,0.016898155212402344,0.03256936067551264,0.9891450013401233,0.9674306393244874,0.9575371549893843
56,XGB,fold_6,0.9713744276651091,0.9912663755458515,"[[353  18]
 [  4 454]]",0.9763440860215054,3.4740543365478516,0.00928187370300293,0.026537997587454787,0.9900830876440633,0.9734620024125452,0.961864406779661
57,XGB,fold_7,0.970983062418343,0.9716157205240175,"[[360  11]
 [ 13 445]]",0.973741794310722,3.6440176963806152,0.007784605026245117,0.02895054282267795,0.9886089520235861,0.971049457177322,0.9758771929824561
58,XGB,fold_8,0.9740021657505384,0.980349344978166,"[[359  12]
 [  9 449]]",0.9771490750816105,3.3791513442993164,0.0067691802978515625,0.02533172496984315,0.9888769766818547,0.9746682750301568,0.9739696312364425
59,XGB,fold_9,0.969447027389682,0.9847161572052402,"[[354  17]
 [  7 451]]",0.9740820734341253,3.3664474487304688,0.00876927375793457,0.02895054282267795,0.9894130259983919,0.971049457177322,0.9636752136752137
