model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc
LVQ,fold_0,0.7217190919450971,0.9237875288683602,"[[238 220]
 [ 66 800]]",0.848356309650053,40.87448859214783,0.11744451522827148,0.21601208459214505,0.7952808800067176,0.783987915407855,0.7843137254901961,0.11744451522827148
LVQ,fold_1,0.7196718335568846,0.9087759815242494,"[[243 215]
 [ 79 787]]",0.842612419700214,53.57203030586243,0.17055535316467285,0.22205438066465255,0.7997312956587455,0.7779456193353474,0.7854291417165669,0.17055535316467285
LVQ,fold_2,0.7235142249160422,0.9295612009237876,"[[237 221]
 [ 61 805]]",0.8509513742071881,38.271610498428345,0.12093448638916016,0.21299093655589119,0.7926778067008146,0.7870090634441088,0.7846003898635477,0.12093448638916016
LVQ,fold_3,0.7424057893380365,0.9399538106235565,"[[249 208]
 [ 52 814]]",0.8622881355932204,38.481040239334106,0.12479519844055176,0.19652305366591083,0.7929471032745592,0.8034769463340892,0.7964774951076321,0.12479519844055176
LVQ,fold_4,0.7400356780085,0.9330254041570438,"[[250 207]
 [ 58 808]]",0.8591174906964381,80.3971061706543,0.47401928901672363,0.20030234315948603,0.7910159529806885,0.799697656840514,0.7960591133004926,0.47401928901672363
LVQ,fold_5,0.6613191766768917,0.976905311778291,"[[158 299]
 [ 20 846]]",0.8413724515166584,148.86732840538025,0.47089409828186035,0.2411186696900982,0.7565910999160369,0.7588813303099018,0.7388646288209607,0.47089409828186035
LVQ,fold_6,0.7472091812756152,0.9145496535796767,"[[265 192]
 [ 74 792]]",0.8562162162162162,152.80315780639648,0.5178313255310059,0.20105820105820105,0.7907640638119228,0.798941798941799,0.8048780487804879,0.5178313255310059
LVQ,fold_7,0.73423042131382,0.941108545034642,"[[241 216]
 [ 51 815]]",0.8592514496573538,99.96525168418884,0.12012243270874023,0.20181405895691606,0.787825356842989,0.7981859410430839,0.7904946653734238,0.12012243270874023
LVQ,fold_8,0.7306449330658324,0.9295612009237876,"[[243 214]
 [ 61 805]]",0.8541114058355437,36.67795491218567,0.11694121360778809,0.20786092214663643,0.7877413937867338,0.7921390778533636,0.7899901864573111,0.11694121360778809
LVQ,fold_9,0.7356109750864528,0.9341040462427745,"[[246 212]
 [ 57 808]]",0.8572944297082228,36.59428548812866,0.11709308624267578,0.2033257747543462,0.7875734676742233,0.7966742252456538,0.792156862745098,0.11709308624267578
