,model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision
0,DTR,fold_0,0.9352248589218806,0.9497816593886463,"[[441  38]
 [ 23 435]]",0.9344790547798068,0.6316723823547363,0.021737337112426758,0.06510138740661686,0.9271562462925614,0.9348986125933831,0.919661733615222
1,DTR,fold_1,0.927535075803849,0.9323144104803494,"[[442  37]
 [ 31 427]]",0.9262472885032539,0.59151291847229,0.016736984252929688,0.07257203842049098,0.9282239886107486,0.927427961579509,0.9202586206896551
2,DTR,fold_2,0.9154784804587432,0.9061135371179039,"[[443  36]
 [ 43 415]]",0.9130913091309131,0.6234626770019531,0.012084484100341797,0.0843116328708644,0.9289358168228734,0.9156883671291356,0.9201773835920177
3,DTR,fold_3,0.934133155865112,0.9475982532751092,"[[441  38]
 [ 24 434]]",0.9333333333333333,0.604621171951294,0.024990081787109375,0.06616862326574169,0.9269189702218531,0.9338313767342583,0.9194915254237288
4,DTR,fold_4,0.9137258298310709,0.9213973799126638,"[[434  45]
 [ 36 422]]",0.9124324324324324,0.6608865261077881,0.025823593139648438,0.08644610458911417,0.9284612646814568,0.9135538954108858,0.9036402569593148
5,DTR,fold_5,0.9158135125033048,0.9213973799126638,"[[436  43]
 [ 36 422]]",0.914409534127844,0.5490372180938721,0.04752779006958008,0.0843116328708644,0.9292917309289358,0.9156883671291356,0.9075268817204301
6,DTR,fold_6,0.927561522683563,0.936542669584245,"[[440  39]
 [ 29 428]]",0.9264069264069265,0.5885858535766602,0.016575098037719727,0.07264957264957261,0.9266903914590747,0.9273504273504274,0.9164882226980728
7,DTR,fold_7,0.9240279941343883,0.9190371991247265,"[[445  34]
 [ 37 420]]",0.9220636663007683,0.6589398384094238,0.031244516372680664,0.07585470085470081,0.9276393831553974,0.9241452991452992,0.9251101321585903
8,DTR,fold_8,0.929900458193812,0.9474835886214442,"[[437  42]
 [ 24 433]]",0.9291845493562233,0.6293480396270752,0.015642166137695312,0.07051282051282048,0.9265717674970344,0.9294871794871795,0.911578947368421
9,DTR,fold_9,0.9331827339049716,0.9540481400437637,"[[437  42]
 [ 21 436]]",0.932620320855615,0.534470796585083,0.016172409057617188,0.06730769230769229,0.9274021352313168,0.9326923076923077,0.9121338912133892
