model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc
Heterogêneo,fold_0,0.8302288290287121,0.9595842956120092,"[[321 137]
 [ 35 831]]",0.9062159214830972,41.808223724365234,0.4028334617614746,0.12990936555891242,0.9449995801494668,0.8700906344410876,0.8584710743801653,0.4028334617614746
Heterogêneo,fold_1,0.8340182740502435,0.9584295612009238,"[[325 133]
 [ 36 830]]",0.9075997813012576,42.19891166687012,0.12086129188537598,0.12764350453172202,0.9469308926022336,0.872356495468278,0.8618899273104881,0.12086129188537598
Heterogêneo,fold_2,0.8245181883276016,0.9503464203233256,"[[320 138]
 [ 43 823]]",0.9009304871373837,27.271462202072144,0.3094189167022705,0.13670694864048338,0.9446636997228987,0.8632930513595166,0.8563995837669095,0.3094189167022705
Heterogêneo,fold_3,0.8526955594523982,0.9526558891454965,"[[344 113]
 [ 41 825]]",0.9146341463414634,48.29073166847229,0.22468137741088867,0.1164021164021164,0.9453400503778338,0.8835978835978836,0.8795309168443497,0.22468137741088867
Heterogêneo,fold_4,0.8510847428505011,0.953810623556582,"[[342 115]
 [ 40 826]]",0.9142224681793027,50.40516495704651,0.13401317596435547,0.11715797430083141,0.9452560873215785,0.8828420256991686,0.8777895855472901,0.13401317596435547
Heterogêneo,fold_5,0.8281088128723829,0.953810623556582,"[[321 136]
 [ 40 826]]",0.9037199124726477,61.36904811859131,0.24980449676513672,0.13303099017384734,0.9443324937027707,0.8669690098261527,0.8586278586278586,0.24980449676513672
Heterogêneo,fold_6,0.8478024671393414,0.953810623556582,"[[339 118]
 [ 40 826]]",0.9127071823204419,65.60903358459473,0.21927881240844727,0.11942554799697658,0.9450041981528128,0.8805744520030234,0.875,0.21927881240844727
Heterogêneo,fold_7,0.8511453853578665,0.9561200923787528,"[[341 116]
 [ 38 828]]",0.9149171270718232,65.70738124847412,0.23610854148864746,0.1164021164021164,0.946431570109152,0.8835978835978836,0.8771186440677966,0.23610854148864746
Heterogêneo,fold_8,0.8544276610690262,0.9561200923787528,"[[344 113]
 [ 38 828]]",0.9164360819037077,66.07485342025757,0.2401411533355713,0.11413454270597123,0.9449202350965575,0.8858654572940288,0.8799149840595112,0.2401411533355713
Heterogêneo,fold_9,0.8481220183254663,0.9560693641618497,"[[339 119]
 [ 38 827]]",0.9133075648812811,65.3467185497284,0.251354455947876,0.11866969009826156,0.9470193115029387,0.8813303099017384,0.8742071881606766,0.251354455947876
