model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc
DTR,fold_0,0.8213666206117571,0.8348729792147807,"[[370  88]
 [143 723]]",0.8622540250447227,0.03438854217529297,0.0,0.17447129909365555,0.8448461953588775,0.8255287009063444,0.8914919852034525,0.0
DTR,fold_1,0.8066702300392308,0.8163972286374134,"[[365  93]
 [159 707]]",0.8487394957983194,0.03813481330871582,0.0,0.19033232628398788,0.8353234837752141,0.8096676737160121,0.88375,0.0
DTR,fold_2,0.7817400687798138,0.8429561200923787,"[[330 128]
 [136 730]]",0.8468677494199535,0.03523397445678711,0.0,0.19939577039274925,0.8216797403299972,0.8006042296072508,0.8508158508158508,0.0
DTR,fold_3,0.8029232215321329,0.8071593533487298,"[[365  92]
 [167 699]]",0.8436934218467109,0.040384531021118164,0.0,0.1957671957671958,0.8316825011791659,0.8042328042328042,0.8836915297092288,0.0
DTR,fold_4,0.802496197209434,0.8325635103926097,"[[353 104]
 [145 721]]",0.8527498521584861,0.036356210708618164,0.0,0.1882086167800453,0.837957974137931,0.8117913832199547,0.8739393939393939,0.0
DTR,fold_5,0.7843843016762599,0.8094688221709007,"[[347 110]
 [165 701]]",0.8360166964818128,0.053778648376464844,0.0,0.20786092214663643,0.823394495412844,0.7921390778533636,0.8643649815043156,0.0
DTR,fold_6,0.8172361166559701,0.8314087759815243,"[[367  90]
 [146 720]]",0.8591885441527447,0.04244089126586914,0.0,0.17838246409674985,0.8235096218543938,0.8216175359032502,0.8888888888888888,0.0
DTR,fold_7,0.8069041494635665,0.812933025404157,"[[366  91]
 [162 704]]",0.8476821192052981,0.0336918830871582,0.0,0.19123204837490548,0.819068109997983,0.8087679516250945,0.8855345911949686,0.0
DTR,fold_8,0.8053830332371475,0.8383371824480369,"[[353 104]
 [140 726]]",0.856132075471698,0.04156374931335449,0.0,0.1844293272864701,0.8236994219653179,0.8155706727135299,0.8746987951807229,0.0
DTR,fold_9,0.7842832622359088,0.8589595375722543,"[[325 133]
 [122 743]]",0.8535324526134405,0.0390627384185791,0.0009958744049072266,0.19274376417233563,0.8127685284640171,0.8072562358276644,0.8481735159817352,0.0009958744049072266
