model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc
LGBM,fold_0,0.854319412648628,0.9422632794457275,"[[351 107]
 [ 50 816]]",0.91224147568474,0.7193021774291992,0.0018367767333984375,0.11858006042296076,0.9711982534217819,0.8814199395770392,0.8840736728060672,0.0018367767333984375
LGBM,fold_1,0.8491130227820527,0.9515011547344111,"[[342 116]
 [ 42 824]]",0.9125138427464009,0.7491979598999023,0.004865169525146484,0.11933534743202412,0.9727936854479805,0.8806646525679759,0.8765957446808511,0.004865169525146484
LGBM,fold_2,0.841345038676039,0.9468822170900693,"[[337 121]
 [ 46 820]]",0.9075816270060874,0.7246744632720947,0.005307435989379883,0.1261329305135952,0.9727936854479805,0.8738670694864048,0.871413390010627,0.005307435989379883
LGBM,fold_3,0.8616011643361414,0.9376443418013857,"[[359  98]
 [ 54 812]]",0.9144144144144145,0.7963743209838867,0.008824586868286133,0.11489040060468636,0.9720403022670026,0.8851095993953136,0.8923076923076924,0.008824586868286133
LGBM,fold_4,0.8615405218287759,0.9353348729792148,"[[360  97]
 [ 56 810]]",0.9137055837563451,0.8345761299133301,0.008404970169067383,0.11564625850340138,0.97120067170445,0.8843537414965986,0.8930540242557883,0.008404970169067383
LGBM,fold_5,0.8419681525765486,0.9399538106235565,"[[340 117]
 [ 52 814]]",0.905954368391764,0.7073118686676025,0.008107900619506836,0.127739984882842,0.972208228379513,0.872260015117158,0.874328678839957,0.008107900619506836
LGBM,fold_6,0.8562519898322729,0.9422632794457275,"[[352 105]
 [ 50 816]]",0.9132624510352546,0.7188200950622559,0.0,0.11715797430083141,0.9712846347607053,0.8828420256991686,0.8859934853420195,0.0
LGBM,fold_7,0.8585008161470783,0.9445727482678984,"[[353 104]
 [ 48 818]]",0.9149888143176733,0.7250142097473145,0.0038175582885742188,0.11489040060468636,0.9699412258606214,0.8851095993953136,0.8872017353579176,0.0038175582885742188
LGBM,fold_8,0.8626952562398613,0.9376443418013857,"[[360  97]
 [ 54 812]]",0.9149295774647886,0.7415390014648438,0.008632898330688477,0.11413454270597123,0.9714525608732157,0.8858654572940288,0.8932893289328933,0.008632898330688477
LGBM,fold_9,0.8602582224802484,0.9410404624277456,"[[357 101]
 [ 51 814]]",0.9146067415730336,0.6999902725219727,0.003094911575317383,0.11489040060468636,0.9697732997481109,0.8851095993953136,0.8896174863387978,0.003094911575317383
