model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc,auc
ANNs,fold_0,0.8435385298062668,0.9272517321016166,"[[348 110]
 [ 63 803]]",0.9027543563799887,39.32571792602539,0.005008697509765625,0.13066465256797588,0.8845411033672013,0.8693353474320241,0.8795180722891566,0.46381832178598925,0.9273853585727686
ANNs,fold_1,0.8362647115180976,0.9607390300230947,"[[326 132]
 [ 34 832]]",0.9092896174863387,42.177425146102905,0.0030040740966796875,0.12537764350453173,0.8865563859266101,0.8746223564954683,0.8630705394190872,0.5096227867590454,0.9309579757354498
ANNs,fold_2,0.8373765846082475,0.9214780600461894,"[[345 113]
 [ 68 798]]",0.8981429375351716,46.36305832862854,0.004000663757324219,0.13670694864048338,0.8873121168863884,0.8632930513595166,0.8759604829857299,0.4430331023864511,0.9238379539518138
ANNs,fold_3,0.8529697141211132,0.9422632794457275,"[[349 108]
 [ 50 816]]",0.911731843575419,37.511303424835205,0.004981279373168945,0.11942554799697658,0.8857262804366078,0.8805744520030234,0.8831168831168831,0.3733641262509623,0.9270849652063614
ANNs,fold_4,0.8460097230153476,0.9480369515011547,"[[340 117]
 [ 45 821]]",0.9101995565410199,116.45858359336853,0.003998756408691406,0.12244897959183676,0.8858942065491184,0.8775510204081632,0.8752665245202559,0.5354118552732872,0.9361914483957531
ANNs,fold_5,0.8219397011335096,0.9480369515011547,"[[318 139]
 [ 45 821]]",0.8992332968236584,41.3887836933136,0.0035364627838134766,0.1390778533635676,0.8833753148614609,0.8609221466364324,0.8552083333333333,0.4461123941493456,0.9267994400675152
ANNs,fold_6,0.8484720614915024,0.9376443418013857,"[[347 110]
 [ 54 812]]",0.9082774049217002,35.640888929367065,0.00400853157043457,0.1239606953892668,0.8841309823677582,0.8760393046107332,0.8806941431670282,0.4364896073903002,0.9327474593316185
ANNs,fold_7,0.8583188886249817,0.9376443418013857,"[[356 101]
 [ 54 812]]",0.9128724002248454,54.788748264312744,0.004706382751464844,0.11715797430083141,0.8869017632241813,0.8828420256991686,0.8893756845564075,0.4426481909160893,0.9348067778109066
ANNs,fold_8,0.8715692764843517,0.9422632794457275,"[[366  91]
 [ 50 816]]",0.9204737732656514,54.56296467781067,0.005030393600463867,0.10657596371882083,0.8844668345927792,0.8934240362811792,0.8996692392502756,0.527328714395689,0.9452322355354987
ANNs,fold_9,0.8426622409571649,0.9364161849710982,"[[343 115]
 [ 55 810]]",0.9050279329608939,41.38358759880066,0.002001523971557617,0.128495842781557,0.884382871536524,0.871504157218443,0.8756756756756757,0.44778420038535643,0.9298079107453872
