model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc,auc
KNN,fold_0,0.7918301279788618,0.9526558891454965,"[[289 169]
 [ 41 825]]",0.8870967741935484,0.0,0.09761881828308105,0.15861027190332322,0.8699303048114871,0.8413897280966768,0.829979879275654,0.2550831743481608,0.8863796807083715
KNN,fold_1,0.7850277842209828,0.9434180138568129,"[[287 171]
 [ 49 817]]",0.8813376483279395,0.0,0.06429386138916016,0.16616314199395765,0.8700142749181291,0.8338368580060423,0.8269230769230769,0.23129176289453426,0.8848404550359532
KNN,fold_2,0.7855421200722088,0.9422632794457275,"[[288 170]
 [ 50 816]]",0.8812095032397409,0.0012240409851074219,0.06601977348327637,0.16616314199395765,0.8708539759845495,0.8338368580060423,0.8275862068965517,0.19835406888673668,0.8755395483929527
KNN,fold_3,0.8036749359463515,0.9399538106235565,"[[305 152]
 [ 52 814]]",0.888646288209607,0.0015177726745605469,0.10576963424682617,0.1541950113378685,0.869857262804366,0.8458049886621315,0.8426501035196687,0.2791977634617722,0.895303237804539
KNN,fold_4,0.8124276711761109,0.9399538106235565,"[[313 144]
 [ 52 814]]",0.8925438596491226,0.0,0.10685110092163086,0.14814814814814814,0.8701931150293871,0.8518518518518519,0.8496868475991649,0.2910220637557455,0.9010200575093112
KNN,fold_5,0.7831904023125009,0.9515011547344111,"[[281 176]
 [ 42 824]]",0.8831725616291533,0.0,0.11242198944091797,0.16477702191987909,0.8686817800167926,0.8352229780801209,0.824,0.24098922247882992,0.8813137693866515
KNN,fold_6,0.8066830569887963,0.9503464203233256,"[[303 154]
 [ 43 823]]",0.8931090613130764,0.007885217666625977,0.10334086418151855,0.14890400604686316,0.8688497061293031,0.8510959939531368,0.842374616171955,0.2961651153568013,0.9022695458381553
KNN,fold_7,0.8094486080017789,0.9515011547344111,"[[305 152]
 [ 42 824]]",0.8946796959826276,0.0,0.11311650276184082,0.1466364323507181,0.8671704450041982,0.8533635676492819,0.8442622950819673,0.2630920105766978,0.9049302358488183
KNN,fold_8,0.8111200671110415,0.9526558891454965,"[[306 151]
 [ 41 825]]",0.8957654723127036,0.010517120361328125,0.11600923538208008,0.14512471655328796,0.8671704450041982,0.854875283446712,0.8452868852459017,0.2911405077812495,0.901784405779231
KNN,fold_9,0.8119670848373173,0.9514450867052023,"[[308 150]
 [ 42 823]]",0.8955386289445049,0.0,0.13196182250976562,0.14512471655328796,0.8681780016792612,0.854875283446712,0.8458376156217883,0.28630508897200496,0.9054105560744126
