model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision,loacc,auc
DTR,fold_0,0.8034480672065512,0.8383371824480369,"[[352 106]
 [140 726]]",0.8551236749116607,0.05948615074157715,0.0,0.1858006042296072,0.8089584457636265,0.8141993957703928,0.8725961538461539,0.16926701858572527,0.8688594854624483
DTR,fold_1,0.7955867966961485,0.8903002309468823,"[[321 137]
 [ 95 771]]",0.8692220969560316,0.0552213191986084,0.0,0.17522658610271902,0.8091479457599676,0.824773413897281,0.8491189427312775,0.17231331793687454,0.8680577266355376
DTR,fold_2,0.7728904666337222,0.8187066974595842,"[[333 125]
 [157 709]]",0.8341176470588234,0.039292097091674805,0.0,0.21299093655589119,0.8452799567216662,0.7870090634441088,0.8501199040767387,0.12350210220879966,0.8428956099922347
DTR,fold_3,0.8020426417897626,0.7944572748267898,"[[370  87]
 [178 688]]",0.8385131017672152,0.034804582595825195,0.0010073184967041016,0.20030234315948603,0.8283808368708309,0.799697656840514,0.8877419354838709,0.1726443418013857,0.8679989488632056
DTR,fold_4,0.7971179648374529,0.815242494226328,"[[356 101]
 [160 706]]",0.8439928272564257,0.04998779296875,0.0,0.19727891156462585,0.7895339439655172,0.8027210884353742,0.8748451053283767,0.21081106345540523,0.8680621181417114
DTR,fold_5,0.7931054522667664,0.8290993071593533,"[[346 111]
 [148 718]]",0.847197640117994,0.042066097259521484,0.0,0.1957671957671958,0.8121289800323799,0.8042328042328042,0.8661037394451147,0.19238370174859784,0.8598412682369707
DTR,fold_6,0.817937295647384,0.7956120092378753,"[[384  73]
 [177 689]]",0.8464373464373465,0.03371834754943848,0.00046133995056152344,0.18896447467876043,0.8297671914950882,0.8110355253212396,0.9041994750656168,0.15289645881447267,0.8708617805650871
DTR,fold_7,0.7922855150317615,0.8187066974595842,"[[350 107]
 [157 709]]",0.8430439952437574,0.041089773178100586,0.0009975433349609375,0.199546485260771,0.8094533718819337,0.800453514739229,0.8688725490196079,0.16112421784015316,0.8633901183034247
DTR,fold_8,0.8128913336803433,0.8117782909930716,"[[372  85]
 [163 703]]",0.8500604594921402,0.043480873107910156,0.0010294914245605469,0.18745275888133028,0.8054173948111305,0.8125472411186697,0.8921319796954315,0.23879863631364787,0.8833692977092293
DTR,fold_9,0.7917282984577327,0.793063583815029,"[[362  96]
 [179 686]]",0.833029751062538,0.0408015251159668,0.0,0.20786092214663643,0.8257250268528464,0.7921390778533636,0.8772378516624041,0.20854170107349299,0.8622195017290557
